,id,name,powerstats,biography,appearance,work,connections,image
443,444,Mera,"{""intelligence"": ""56"", ""strength"": ""62"", ""speed"": ""79"", ""durability"": ""60"", ""power"": ""92"", ""combat"": ""80""}","{""full-name"": ""Mera"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Queen of Atlantis"", ""Aquawoman"", ""Aquagirl"", ""Water-Woman""], ""place-of-birth"": ""-"", ""first-appearance"": ""Aquaman #11 (October, 1963)"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Atlantean"", ""height"": [""5'9"", ""175 cm""], ""weight"": [""160 lb"", ""72 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Red""}","{""occupation"": ""Former queen of Atlantis; Former queen of Dimension Aqua"", ""base"": ""Atlantis""}","{""group-affiliation"": ""Aquaman Family; formerly Red Lantern Corps"", ""relatives"": ""Aquaman (husband); Aquababy (son, deceased); A.J. (son); Siren (Hila, twin sister)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1388.jpg""}"
444,445,Metallo,"{""intelligence"": ""75"", ""strength"": ""53"", ""speed"": ""23"", ""durability"": ""95"", ""power"": ""86"", ""combat"": ""64""}","{""full-name"": ""John Corben"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""Superman Vol 2 #1 (January, 1987)"", ""publisher"": ""DC Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Android"", ""height"": [""6'5"", ""196 cm""], ""weight"": [""200 lb"", ""90 kg""], ""eye-color"": ""Green"", ""hair-color"": ""Brown""}","{""occupation"": ""Professional criminal"", ""base"": ""Mobile, though he generally operates out of Metropolis""}","{""group-affiliation"": ""Superman Revenge Squad"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/737.jpg""}"
445,446,Metamorpho,"{""intelligence"": ""null"", ""strength"": ""82"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Rex Mason"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""The Element Man""], ""place-of-birth"": ""-"", ""first-appearance"": ""Brave and the Bold #57"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""6'1"", ""185 cm""], ""weight"": [""200 lb"", ""90 kg""], ""eye-color"": ""Black"", ""hair-color"": ""No Hair""}","{""occupation"": ""Adventurer, former Soldier of Fortune"", ""base"": ""-""}","{""group-affiliation"": ""Outsiders, formerly Doom Patrol, Justice League Europe, Seven Soldiers of Victory"", ""relatives"": ""Unnamed parents (deceased), Sapphire Stagg Mason (wife), Joseph (son), Simon Stagg (father-in-law)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/738.jpg""}"
446,447,Meteorite,"{""intelligence"": ""null"", ""strength"": ""null"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1333.jpg""}"
447,448,Metron,"{""intelligence"": ""88"", ""strength"": ""10"", ""speed"": ""47"", ""durability"": ""56"", ""power"": ""100"", ""combat"": ""28""}","{""full-name"": ""Metron"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""New Gods vol. 1 #1 (February-March, 1971)"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""6'1"", ""185 cm""], ""weight"": [""190 lb"", ""86 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Black""}","{""occupation"": ""Scientist, seeker of knowledge"", ""base"": ""Supertown, New Genesis""}","{""group-affiliation"": ""New Gods"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/841.jpg""}"
448,449,Micah Sanders,"{""intelligence"": ""63"", ""strength"": ""8"", ""speed"": ""12"", ""durability"": ""14"", ""power"": ""57"", ""combat"": ""14""}","{""full-name"": ""Micah Sanders"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""MicahSanders500""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""NBC - Heroes"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Black""}","{""occupation"": ""Elementary school student"", ""base"": ""New Orleans, LA""}","{""group-affiliation"": ""-"", ""relatives"": ""Niki Sanders (Mother), DL Hawkins (Father), Paulette Hawkins (paternal grandmother), Hal Sanders (maternal grandfather), Nana Dawson (Guardian)\nNana Dawson (Great-aunt), Monica Dawson (Cousin), Damon Dawson (Cousin)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/951.jpg""}"
449,450,Michelangelo,"{""intelligence"": ""63"", ""strength"": ""14"", ""speed"": ""50"", ""durability"": ""65"", ""power"": ""59"", ""combat"": ""75""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Mike"", ""Mikey"", ""Mikester"", ""Michaelangelo""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""IDW Publishing"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Mutant"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""Leonardo (brother), Donatello (brother), Raphael (brother)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/10329.jpg""}"
450,451,Micro Lad,"{""intelligence"": ""38"", ""strength"": ""28"", ""speed"": ""27"", ""durability"": ""28"", ""power"": ""44"", ""combat"": ""32""}","{""full-name"": ""Gim Allon"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Colossal Boy (mostly known as Colossal Boy"", ""although he dislikes that name himself)""], ""place-of-birth"": ""-"", ""first-appearance"": ""Teen Titans/Legion Special #1 (2004)"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""6'"", ""183 cm""], ""weight"": [""170 lb"", ""77 kg""], ""eye-color"": ""Grey"", ""hair-color"": ""Brown""}","{""occupation"": ""-"", ""base"": ""United Planets, 31st century""}","{""group-affiliation"": ""Legion of Super-Heroes"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1181.jpg""}"
451,452,Mimic,"{""intelligence"": ""63"", ""strength"": ""67"", ""speed"": ""47"", ""durability"": ""56"", ""power"": ""79"", ""combat"": ""42""}","{""full-name"": ""Calvin Montgomery Rankin"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Cal"", ""Wolverine"", ""Calvin Rankin""], ""place-of-birth"": ""Passiac, New Jersey"", ""first-appearance"": ""Uncanny X-Men #19"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""6'2"", ""188 cm""], ""weight"": [""225 lb"", ""101 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Brown""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""Formerly Brotherhood Of Mutants, Excalibur, X-Men, former agent of Onslaught and Sledge"", ""relatives"": ""Ronald Rankin (father, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/97.jpg""}"
452,453,Minna Murray,"{""intelligence"": ""null"", ""strength"": ""null"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Wilhelmina Harker"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""Wildstorm"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/881.jpg""}"
453,454,Misfit,"{""intelligence"": ""63"", ""strength"": ""32"", ""speed"": ""23"", ""durability"": ""80"", ""power"": ""91"", ""combat"": ""42""}","{""full-name"": ""Charlotte Gage-Radcliffe"", ""alter-egos"": ""Batgirl V"", ""aliases"": [""Batgirl""], ""place-of-birth"": ""-"", ""first-appearance"": ""Birds of Prey #96"", ""publisher"": ""Batgirl V"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Red""}","{""occupation"": ""-"", ""base"": ""Dalten Towers, Metropolis""}","{""group-affiliation"": ""Birds of Prey"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1114.jpg""}"
454,455,Miss Martian,"{""intelligence"": ""63"", ""strength"": ""85"", ""speed"": ""58"", ""durability"": ""100"", ""power"": ""100"", ""combat"": ""45""}","{""full-name"": ""M'gann M'orzz"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Megan Morse; M'Gann M'Orzz (alternate spelling); Martian Girlhunter; Martian Manhunter (Titans Tomorrow alias)"", ""Star-Spangled Kid""], ""place-of-birth"": ""Mars"", ""first-appearance"": ""Teen Titans Vol 3 #37 (August, 2006)"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'10"", ""178 cm""], ""weight"": [""135 lb"", ""61 kg""], ""eye-color"": ""Red"", ""hair-color"": ""Red""}","{""occupation"": ""Adventurer"", ""base"": ""Arizona; San Francisco, California; formerly the Tanami Desert, Australia""}","{""group-affiliation"": ""Teen Titans"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1394.jpg""}"
455,456,Mister Fantastic,"{""intelligence"": ""100"", ""strength"": ""10"", ""speed"": ""18"", ""durability"": ""70"", ""power"": ""33"", ""combat"": ""64""}","{""full-name"": ""Reed Richards"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Mr Fantastic""], ""place-of-birth"": ""Central City, California"", ""first-appearance"": ""FANTASTIC FOUR #1"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human / Radiation"", ""height"": [""6'1"", ""185 cm""], ""weight"": [""180 lb"", ""81 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Brown""}","{""occupation"": ""Scientist, adventurer"", ""base"": ""New York City""}","{""group-affiliation"": ""Fantastic Four"", ""relatives"": ""Nathaniai (father), Evelyn (mother, deceased), Susan Storm - Invisible Woman (wife), Franklin (son), Johnny Storm - Human Torch (brother-inlaw), Cassandra (stepmother, deceased), Immortus (father's descendant, see Immortus, Kang, Rama-Tut).""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/408.jpg""}"
456,457,Mister Freeze,"{""intelligence"": ""75"", ""strength"": ""32"", ""speed"": ""12"", ""durability"": ""70"", ""power"": ""37"", ""combat"": ""28""}","{""full-name"": ""Victor Fries"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Mister Zero"", ""Doctor Zero"", ""Doctor Schimmell""], ""place-of-birth"": ""-"", ""first-appearance"": ""Batman #121 (Feb. 1959)"", ""publisher"": ""DC Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""6'0"", ""183 cm""], ""weight"": [""190 lb"", ""86 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""Assorted Batman rogues, The Society"", ""relatives"": ""Nora Fries (wife, deceased, then resurrected as Lazara), Charles (Father) and Lorraine Fries (Mother)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/742.jpg""}"
457,458,Mister Knife,"{""intelligence"": ""75"", ""strength"": ""10"", ""speed"": ""17"", ""durability"": ""30"", ""power"": ""13"", ""combat"": ""65""}","{""full-name"": ""J'son"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Jason of Spartax"", ""Jason of Sparta"", ""Star-Lord"", ""Mr Knife""], ""place-of-birth"": ""Spartax, Spartoi Empire, near the Shi'ar Galaxy"", ""first-appearance"": ""Inhumans Vol 3 #2 (July, 2000)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Spartoi"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Brown""}","{""occupation"": ""Crimelord; former emperor, prince"", ""base"": ""Formerly Spartax, Spartoi Empire, near the Shi'ar Galaxy""}","{""group-affiliation"": ""Slaughter Lords (leader); formerly Galactic Council, ruler of the Spartoi Empire"", ""relatives"": ""Eson (father, deceased), Peter Quill (Star-Lord, son), Victoria (daughter)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/10633.jpg""}"
458,459,Mister Mxyzptlk,"{""intelligence"": ""100"", ""strength"": ""85"", ""speed"": ""100"", ""durability"": ""100"", ""power"": ""100"", ""combat"": ""50""}","{""full-name"": ""Mr. Mxyzptlk"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""Superman #30"", ""publisher"": ""DC Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""God / Eternal"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/744.jpg""}"
459,460,Mister Sinister,"{""intelligence"": ""100"", ""strength"": ""48"", ""speed"": ""46"", ""durability"": ""90"", ""power"": ""100"", ""combat"": ""50""}","{""full-name"": ""Nathaniel Essex"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Sinister"", ""Robert Windsor"", ""Arnold Bocklin"", ""Mike Milbury"", ""Apocalypse"", ""Steven Shaffran"", ""Edmond Atkinson"", ""Nate"", ""Administrator Pearson"", ""Nosferatu"", ""Nathan Milbury"", ""Pale Man""], ""place-of-birth"": ""London, England"", ""first-appearance"": ""Uncanny X-Men #221 (September, 1987)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Human / Altered"", ""height"": [""6'5"", ""196 cm""], ""weight"": [""285 lb"", ""128 kg""], ""eye-color"": ""Red"", ""hair-color"": ""Black""}","{""occupation"": ""Geneticist, Criminal, biologist and mutant-supremacist"", ""base"": ""Many bases throughout the world including his State Home for Foundlings and the Center for Homo Superior Medical Care.""}","{""group-affiliation"": ""Marauders (founder), Nasty Boys (founder); formerly Weapon X, Third Reich"", ""relatives"": ""Rebecca Essex (wife, deceased), Adam Stanislaus Essex (son, deceased), N2 (creation, deceased), Madelyne Pryor (creation, deceased), Claudine Renko (clone \""daughter\"")""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/856.jpg""}"
460,461,Mister Zsasz,"{""intelligence"": ""88"", ""strength"": ""22"", ""speed"": ""33"", ""durability"": ""28"", ""power"": ""18"", ""combat"": ""85""}","{""full-name"": ""Victor Zsasz"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Mr Zsasz""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""DC Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""Serial Killer"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1486.jpg""}"
461,462,Mockingbird,"{""intelligence"": ""75"", ""strength"": ""31"", ""speed"": ""38"", ""durability"": ""20"", ""power"": ""48"", ""combat"": ""95""}","{""full-name"": ""Barbara Morse"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Barbara Morse-Barton"", ""Roberta Morse"", ""Agent 19"", ""Huntress"", ""Bobbi Van Dyne; once posed as Shooting Star""], ""place-of-birth"": ""San Diego, California"", ""first-appearance"": ""Astonishing Tales #6 (June, 1971)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Human"", ""height"": [""5'9"", ""175 cm""], ""weight"": [""135 lb"", ""61 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""Adventurer; former counter-terrorist agent, private investigator, government operative, S.H.I.E.L.D. agent, biologist"", ""base"": ""New York City, New York""}","{""group-affiliation"": ""World Counterterrorism Agency; formerly Secret Avengers, New Avengers, West Coast Avengers, Avengers, Great Lakes Avengers, S.H.I.E.L.D.; partner of Hawkeye; associate of Dr. Wilma Calvin"", ""relatives"": ""Susan Morse (mother); Ben Morse (brother); Hawkeye (Clint Barton) (ex-husband)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1328.jpg""}"
462,463,MODOK,"{""intelligence"": ""100"", ""strength"": ""18"", ""speed"": ""25"", ""durability"": ""25"", ""power"": ""79"", ""combat"": ""15""}","{""full-name"": ""George Tarleton"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""M.O.D.O.K."", ""Mental Organism Designed Only for Killing""], ""place-of-birth"": ""-"", ""first-appearance"": ""Tales of Suspense #93"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Cyborg"", ""height"": [""12'0"", ""366 cm""], ""weight"": [""750 lb"", ""338 kg""], ""eye-color"": ""White"", ""hair-color"": ""Brownn""}","{""occupation"": ""Would-be conqueror, AIM leader, terrorist; former AIM agent, technician"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""M.O.D.O.K. Superior (clone), Head Case (son), Number None (son)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/10438.jpg""}"
